table_name	column_name	ordinal_position	data_type	is_nullable	column_default
t_theory_question_level	create_user_id	4	varchar	YES	<NULL>
t_theory_question_level	id	1	varchar	NO	<NULL>
t_theory_question_level	name	2	varchar	YES	<NULL>
t_theory_question_level	parent_id	5	varchar	YES	<NULL>
t_ticker_tape_train	accuracy	14	varchar	YES	<NULL>
t_ticker_tape_train	big_interval_max_ms	15	int	YES	<NULL>
t_ticker_tape_train	big_interval_min_ms	16	int	YES	<NULL>
t_ticker_tape_train	code_message_body	4	longtext	YES	<NULL>
t_ticker_tape_train	code_short	5	int	YES	<NULL>
t_ticker_tape_train	create_time	6	datetime	YES	<NULL>
t_ticker_tape_train	create_user_id	17	varchar	YES	<NULL>
t_ticker_tape_train	end_time	8	datetime	YES	<NULL>
t_ticker_tape_train	error_number	18	int	YES	<NULL>
t_ticker_tape_train	id	1	varchar	NO	<NULL>
t_ticker_tape_train	is_low_rate	33	int	YES	<NULL>
t_ticker_tape_train	mark	13	varchar	YES	<NULL>
t_ticker_tape_train	name	11	varchar	YES	<NULL>
t_ticker_tape_train	now_floor_id	19	varchar	YES	<NULL>
t_ticker_tape_train	pause_time	20	varchar	YES	<NULL>
t_ticker_tape_train	rate	2	int	YES	<NULL>
t_ticker_tape_train	rate_dot_max_ms	21	int	YES	<NULL>
t_ticker_tape_train	rate_dot_min_ms	22	int	YES	<NULL>
t_ticker_tape_train	rate_interval_max_ms	23	int	YES	<NULL>
t_ticker_tape_train	rate_interval_min_ms	24	int	YES	<NULL>
t_ticker_tape_train	rate_line_max_ms	25	int	YES	<NULL>
t_ticker_tape_train	rate_line_min_ms	26	int	YES	<NULL>
t_ticker_tape_train	schedule	32	int	YES	0
t_ticker_tape_train	speed	27	int	YES	<NULL>
t_ticker_tape_train	start_time	7	datetime	YES	<NULL>
t_ticker_tape_train	status	10	int	YES	<NULL>
t_ticker_tape_train	sustain_time	28	varchar	YES	<NULL>
t_ticker_tape_train	title	29	varchar	YES	<NULL>
t_ticker_tape_train	total_knock_number	30	int	YES	<NULL>
t_ticker_tape_train	total_number	31	int	YES	<NULL>
t_ticker_tape_train	type	3	int	YES	<NULL>
t_ticker_tape_train	user_id	12	varchar	YES	<NULL>
t_ticker_tape_train	valid_time	9	varchar	YES	<NULL>
t_ticker_tape_train_setting	create_time	5	datetime	YES	<NULL>
t_ticker_tape_train_setting	dot	8	int	YES	<NULL>
t_ticker_tape_train_setting	id	1	varchar	NO	<NULL>
t_ticker_tape_train_setting	key	6	varchar	YES	<NULL>
t_ticker_tape_train_setting	rate	3	int	YES	<NULL>
t_ticker_tape_train_setting	text	4	varchar	YES	<NULL>
t_ticker_tape_train_setting	type	2	varchar	YES	<NULL>
t_ticker_tape_train_setting	value	7	varchar	YES	<NULL>
t_ticker_tape_train_stage_setting	id	1	int	NO	<NULL>
t_ticker_tape_train_stage_setting	stage_array	2	longtext	YES	<NULL>
t_ticker_tape_train_statistical	avg_speed	5	decimal	YES	<NULL>
t_ticker_tape_train_statistical	id	1	varchar	NO	<NULL>
t_ticker_tape_train_statistical	total_count	3	int	YES	<NULL>
t_ticker_tape_train_statistical	total_time	4	varchar	YES	<NULL>
t_ticker_tape_train_statistical	type	2	int	YES	<NULL>
t_ticker_tape_train_statistical	user_id	6	varchar	YES	<NULL>
t_user	bday	11	varchar	YES	<NULL>
t_user	dday	13	varchar	YES	<NULL>
t_user	device_id	16	varchar	YES	<NULL>
t_user	eday	12	varchar	YES	<NULL>
t_user	email	6	varchar	YES	<NULL>
t_user	id	1	varchar	NO	<NULL>
t_user	id_card	2	varchar	YES	<NULL>
t_user	password	7	varchar	YES	<NULL>
t_user	phone	5	varchar	YES	<NULL>
t_user	status	14	int	YES	1
t_user	token	17	varchar	YES	<NULL>
t_user	up_id	18	varchar	YES	<NULL>
t_user	update_flag	15	varchar	YES	<NULL>
t_user	user_account	4	varchar	YES	<NULL>
t_user	user_img	10	varchar	YES	<NULL>
t_user	user_name	8	varchar	YES	<NULL>
t_user	user_sex	9	int	YES	<NULL>
t_user	wkno	3	varchar	YES	<NULL>
t_user_role	id	1	varchar	NO	<NULL>
t_user_role	role_id	3	varchar	YES	<NULL>
t_user_role	user_id	2	varchar	YES	<NULL>
